received_year,SWL Eligible,QT,SWL Only
2016,0.7085554150610075,0.8741863735821818,0.877476433609415
2017,0.7368992917712975,0.9920351566471268,1.0082296732709717
2018,0.7818742603125578,1.0054885935555504,0.9445280005657437
2019,0.7066573712639905,1.0024486069341079,1.008511318836614
2020,0.585573513959201,0.7423674316068056,0.7234739882721094
2021,0.5992964309871419,0.8061166337026544,0.7643827836856703
