Borough,BIN,BBL,House Number,Street Name,Zipcode,Building Type,Job Number,Job Type,Work Type,Permit Type,Permit Subtype,Filing Date,Issuance Date,Expiration Date,Job Start Date
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140686899,A2,OT,EW,OT,2017-08-28,2017-08-28,2018-07-28,2017-08-28
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140695451,A2,OT,EW,OT,2017-09-21,2017-09-21,2018-07-28,2017-09-21
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123006718,A2,OT,EW,OT,2017-04-24,2017-04-25,2017-07-28,2017-04-25
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123022086,A2,PL,PL,NA,2017-08-30,2017-08-30,2018-08-30,2017-08-30
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140857865,A2,OT,EW,OT,2019-08-28,2019-08-28,2021-01-31,2019-08-28
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140695031,A2,PL,PL,NA,2017-09-26,2017-09-26,2018-09-26,2017-09-26
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123020854,A2,SP,EW,SP,2017-05-19,2017-05-19,2018-05-19,2017-05-19
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123080469,A2,PL,PL,NA,2017-05-15,2017-05-15,2018-05-15,2017-05-15
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123004523,A2,PL,PL,NA,2017-03-29,2017-03-30,2018-03-30,2017-03-30
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140857865,A2,PL,PL,NA,2019-09-04,2019-09-04,2020-09-03,2019-09-04
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123006718,A2,PL,PL,NA,2017-05-15,2017-05-15,2018-05-15,2017-05-15
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122854599,A3,EQ,EQ,SH,2016-08-08,2016-08-08,2017-08-08,2016-08-08
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140702531,A2,PL,PL,NA,2017-11-01,2017-11-01,2018-11-01,2017-11-01
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140686899,A2,PL,PL,NA,2017-09-05,2017-09-05,2018-09-05,2017-09-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140654343,A2,PL,PL,NA,2017-07-06,2017-07-06,2018-07-06,2017-07-06
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140814938,A2,PL,PL,NA,2019-09-13,2019-09-13,2020-09-12,2019-09-13
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140868498,A2,OT,EW,OT,2019-09-16,2019-09-16,2021-01-31,2019-09-16
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123022086,A2,MH,EW,MH,2017-03-20,2017-03-20,2017-07-28,2017-03-20
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123004523,A2,OT,EW,OT,2017-03-10,2017-03-10,2017-07-28,2017-03-10
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140681563,A2,PL,PL,NA,2017-09-05,2017-09-05,2018-09-05,2017-09-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140681563,A2,OT,EW,OT,2017-08-23,2017-08-23,2018-07-28,2017-08-23
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140686880,A2,OT,EW,OT,2017-08-28,2017-08-28,2018-07-28,2017-08-28
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140665536,A2,OT,EW,OT,2017-07-12,2017-07-12,2017-07-28,2017-07-12
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140681572,A2,PL,PL,NA,2017-09-01,2017-09-05,2018-09-05,2017-09-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140702531,A2,OT,EW,OT,2017-10-30,2017-10-30,2018-07-28,2017-10-30
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140702513,A2,OT,EW,OT,2017-10-05,2017-10-05,2018-07-28,2017-10-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140681572,A2,OT,EW,OT,2017-08-23,2017-08-23,2018-07-28,2017-08-23
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122907952,A2,MH,EW,MH,2016-11-02,2016-11-02,2017-07-28,2016-11-02
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140695451,A2,PL,PL,NA,2017-09-22,2017-09-22,2018-09-22,2017-09-22
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123080469,A2,OT,EW,OT,2017-05-05,2017-05-05,2017-07-28,2017-05-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140686880,A2,PL,PL,NA,2017-09-05,2017-09-05,2018-09-05,2017-09-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140654343,A2,OT,EW,OT,2017-06-15,2017-06-15,2017-07-28,2017-06-15
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140702513,A2,PL,PL,NA,2017-10-24,2017-10-24,2018-10-24,2017-10-24
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123006692,A2,OT,EW,OT,2017-04-21,2017-04-24,2017-07-28,2017-04-24
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122907952,A2,OT,EW,OT,2016-11-02,2016-11-02,2017-07-28,2016-11-02
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123295503,A2,PL,PL,NA,2017-07-20,2017-07-20,2018-07-20,2017-07-20
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140665536,A2,PL,PL,NA,2017-07-21,2017-07-21,2018-07-21,2017-07-21
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140695031,A2,OT,EW,OT,2017-09-21,2017-09-21,2018-07-28,2017-09-21
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140590787,A3,EQ,EQ,SF,2017-01-04,2017-01-06,2018-01-06,2017-01-06
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122907952,A2,PL,PL,NA,2017-01-30,2017-01-31,2018-01-31,2017-01-31
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140715741,A2,OT,EW,OT,2017-11-16,2017-11-16,2018-07-28,2017-11-16
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140715741,A2,PL,PL,NA,2017-11-17,2017-11-17,2018-11-17,2017-11-17
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,123006692,A2,PL,PL,NA,2017-11-24,2017-11-24,2018-11-24,2017-11-24
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140722074,A2,OT,EW,OT,2017-12-15,2017-12-15,2018-07-28,2017-12-15
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140722083,A2,OT,EW,OT,2017-12-15,2017-12-15,2018-07-28,2017-12-15
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140722083,A2,PL,PL,NA,2017-12-29,2017-12-29,2018-12-29,2017-12-29
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140733892,A2,OT,EW,OT,2018-01-29,2018-01-29,2018-07-28,2018-01-29
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140733892,A2,PL,PL,NA,2018-02-08,2018-02-08,2019-02-08,2018-02-08
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140741017,A2,OT,EW,OT,2018-02-23,2018-02-23,2018-07-28,2018-02-23
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140741035,A2,OT,EW,OT,2018-02-23,2018-02-23,2018-07-28,2018-02-23
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140741017,A2,PL,PL,NA,2018-03-02,2018-03-02,2019-03-02,2018-03-02
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140741035,A2,PL,PL,NA,2018-03-02,2018-03-02,2019-03-02,2018-03-02
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140748733,A2,OT,EW,OT,2018-03-26,2018-03-26,2018-07-28,2018-03-26
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140748733,A2,PL,PL,NA,2018-03-30,2018-03-30,2019-03-30,2018-03-30
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140753085,A2,OT,EW,OT,2018-04-11,2018-04-11,2018-07-28,2018-04-11
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140753094,A2,OT,EW,OT,2018-04-11,2018-04-11,2018-07-28,2018-04-11
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140753085,A2,PL,PL,NA,2018-04-18,2018-04-18,2019-04-18,2018-04-18
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140753094,A2,PL,PL,NA,2018-04-19,2018-04-19,2019-04-19,2018-04-19
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140733883,A2,OT,EW,OT,2018-04-25,2018-04-25,2018-07-28,2018-04-25
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140764064,A2,OT,EW,OT,2018-05-10,2018-05-10,2018-07-28,2018-05-10
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140764046,A2,OT,EW,OT,2018-05-10,2018-05-10,2018-07-28,2018-05-10
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140733883,A2,PL,PL,NA,2018-05-14,2018-05-14,2019-05-14,2018-05-14
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140722074,A2,PL,PL,NA,2018-05-14,2018-05-14,2019-05-14,2018-05-14
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140764046,A2,PL,PL,NA,2018-05-14,2018-05-14,2019-05-14,2018-05-14
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140764064,A2,PL,PL,NA,2018-05-14,2018-05-14,2019-05-14,2018-05-14
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122998827,A2,OT,EW,OT,2018-06-19,2018-06-19,2018-09-11,2018-06-19
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122998827,A2,MH,EW,MH,2018-06-19,2018-06-19,2018-09-11,2018-06-19
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140777568,A2,OT,EW,OT,2018-06-25,2018-06-25,2018-07-28,2018-06-25
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122998827,A2,SP,EW,SP,2018-07-06,2018-07-06,2019-07-06,2018-07-06
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140777568,A2,PL,PL,NA,2018-07-17,2018-07-17,2019-07-17,2018-07-17
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,122998827,A2,PL,PL,NA,2018-08-06,2018-08-06,2019-08-06,2018-08-06
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140794200,A2,OT,EW,OT,2018-09-05,2018-09-05,2019-07-28,2018-09-05
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140831795,A2,OT,EW,OT,2019-02-13,2019-02-20,2019-07-28,2019-02-20
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140831795,A2,PL,PL,NA,2019-03-04,2019-03-04,2020-03-03,2019-03-04
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140843425,A2,OT,EW,OT,2019-04-18,2019-04-18,2019-07-28,2019-04-18
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140843425,A2,PL,PL,NA,2020-08-27,2020-08-27,2021-08-27,2020-08-27
MANHATTAN,1000829,1000270017,67,WALL STREET,10005,2,140794200,A2,PL,PL,NA,2020-08-27,2020-08-27,2021-08-27,2020-08-27
MANHATTAN,1000864,1000330011,95,WALL STREET,10005,2,123140118,A2,OT,EW,OT,2017-09-14,2017-09-14,2018-06-08,2017-09-14
MANHATTAN,1000864,1000330011,95,WALL STREET,10005,2,123140118,A2,MH,EW,MH,2017-09-14,2017-09-14,2018-06-08,2017-09-14
MANHATTAN,1000864,1000330011,95,WALL STREET,10005,2,123140118,A2,EQ,EQ,FN,2017-09-14,2017-09-14,2018-09-14,2017-09-14
MANHATTAN,1000864,1000330011,95,WALL STREET,10005,2,122997828,A2,OT,EW,OT,2017-02-14,2017-02-14,2017-04-30,2017-02-14
MANHATTAN,1000864,1000330011,95,WALL STREET,10005,2,140639227,A2,PL,PL,NA,2017-07-06,2017-08-03,2018-08-03,2017-08-03
MANHATTAN,1000864,1000330011,95,WALL ST,10005,2,140859275,A2,OT,EW,OT,2019-07-12,2019-07-12,2020-02-01,2019-07-12
MANHATTAN,1001014,1000420001,100,MAIDEN LANE,10038,2,140516779,A2,OT,EW,OT,2016-08-03,2016-08-03,2017-04-26,2016-08-03
MANHATTAN,1001014,1000420001,100,MAIDEN LANE,10038,2,140516779,A2,PL,PL,NA,2016-08-11,2016-08-11,2017-08-11,2016-08-11
MANHATTAN,1001014,1000420001,100,MAIDEN LANE,10038,2,123122520,A2,OT,EW,OT,2019-09-20,2019-09-20,2020-10-31,2019-09-20
MANHATTAN,1001014,1000420001,100,MAIDEN LANE,10038,2,140951101,A2,OT,EW,OT,2020-10-23,2020-10-23,2021-07-17,2020-10-23
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,122605485,A2,OT,EW,OT,2016-07-22,2016-07-22,2016-11-01,2016-07-22
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,122605485,A2,MH,EW,MH,2016-07-22,2016-07-22,2016-11-01,2016-07-22
MANHATTAN,1001040,1000520021,120,LIBERTY STREET,10006,2,122891442,A1,NA,AL,NA,2017-02-14,2017-02-14,2017-11-23,2017-02-14
MANHATTAN,1001040,1000520021,120,LIBERTY STREET,10006,2,140422978,A2,OT,EW,OT,2017-02-14,2017-02-14,2017-05-31,2017-02-14
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123011052,A2,PL,PL,NA,2017-09-11,2017-09-11,2018-09-11,2017-09-11
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123011034,A2,OT,EW,OT,2017-05-03,2017-05-03,2017-08-27,2017-05-03
MANHATTAN,1001040,1000520021,120,LIBERTY STREET,10006,2,140608073,A3,EQ,EQ,SH,2017-02-22,2017-02-22,2018-02-22,2017-02-22
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123036669,A2,MH,EW,MH,2017-04-05,2017-04-05,2017-07-12,2017-04-05
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,122605485,A2,PL,PL,NA,2016-08-26,2016-08-26,2017-08-26,2016-08-26
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,122900290,A2,OT,EW,OT,2017-03-17,2017-03-17,2017-08-27,2017-03-17
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123011052,A2,OT,EW,OT,2017-09-08,2017-09-08,2018-08-27,2017-09-08
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123011034,A2,PL,PL,NA,2017-05-25,2017-05-25,2018-05-25,2017-05-25
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,123036669,A2,OT,EW,OT,2017-04-05,2017-04-05,2017-07-12,2017-04-05
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,122900290,A2,PL,PL,NA,2017-12-21,2017-12-21,2018-12-21,2017-12-21
MANHATTAN,1001040,1000520021,120,LIBERTY STREET,10006,2,123693253,A2,OT,EW,OT,2019-08-14,2019-08-14,2020-12-31,2019-08-14
MANHATTAN,1001040,1000520021,125,CEDAR STREET,10006,2,140986459,A2,OT,EW,OT,2020-12-28,2020-12-28,2021-08-27,2020-12-28
MANHATTAN,1001047,1000530006,109,WASHINGTON STREET,10006,2,122778538,A2,BL,EW,BL,2016-08-22,2016-09-08,2016-11-19,2016-09-08
MANHATTAN,1001047,1000530006,109,WASHINGTON STREET,10006,2,122778538,A2,OT,EW,OT,2016-08-19,2016-08-22,2017-02-04,2016-08-22
MANHATTAN,1001047,1000530006,109,WASHINGTON STREET,10006,2,122778538,A2,PL,PL,NA,2016-08-22,2016-09-30,2017-09-30,2016-09-30
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122847768,A2,OT,EW,OT,2016-08-04,2016-08-04,2017-03-31,2016-08-04
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122896982,A2,MH,EW,MH,2016-10-20,2016-10-20,2017-03-31,2016-10-20
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122847768,A2,MH,EW,MH,2016-08-04,2016-08-04,2017-03-31,2016-08-04
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122896982,A2,OT,EW,OT,2016-10-20,2016-10-20,2017-03-31,2016-10-20
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122896982,A2,PL,PL,NA,2016-10-25,2016-10-25,2017-10-25,2016-10-25
MANHATTAN,1001096,1000650006,23,MAIDEN LANE,10038,2,122967753,A2,FP,EW,FP,2016-12-21,2016-12-21,2017-10-01,2016-12-21
MANHATTAN,1001142,1000720027,85,SOUTH STREET,10038,2,122747162,A2,OT,EW,OT,2016-06-27,2016-06-27,2016-07-31,2016-06-27
MANHATTAN,1001142,1000720027,85,SOUTH STREET,10038,2,140479202,A3,EQ,EQ,SF,2016-04-18,2016-04-20,2017-04-20,2016-04-20
MANHATTAN,1001142,1000720027,85,SOUTH STREET,10038,2,140476483,A3,EQ,EQ,SH,2016-04-18,2016-04-21,2017-04-21,2016-04-21
MANHATTAN,1001142,1000720027,85,SOUTH STREET,10038,2,140858695,A2,OT,EW,OT,2019-07-09,2019-07-23,2020-11-30,2019-07-23
MANHATTAN,1001142,1000720027,85,SOUTH STREET,10038,2,123700192,A1,NA,AL,NA,2020-08-28,2020-09-14,2021-09-02,2020-09-14
MANHATTAN,1088484,1000760024,40,GOLD STREET,10038,2,122648117,A2,PL,PL,NA,2016-02-05,2016-02-05,2017-02-04,2016-02-05
MANHATTAN,1088484,1000760024,40,GOLD STREET,10038,2,122648117,A2,OT,EW,OT,2016-02-03,2016-02-03,2017-01-14,2016-02-03
MANHATTAN,1088484,1000760024,40,GOLD STREET,10038,2,122558464,A2,FP,EW,FP,2016-04-22,2016-04-22,2016-11-22,2016-04-22
MANHATTAN,1088484,1000760024,40,GOLD STREET,10038,2,122648117,A2,SP,EW,SP,2016-02-05,2016-02-05,2017-02-04,2016-02-05
MANHATTAN,1087947,1000880014,10,BARCLAY STREET,10007,2,123116083,A1,NA,AL,NA,2017-08-28,2017-08-28,2018-08-28,2017-08-28
MANHATTAN,1001690,1001620013,24,MOTT STREET,10013,2,123819378,A2,OT,EW,OT,2020-02-12,2020-02-12,2021-01-08,2020-02-12
MANHATTAN,1083326,1001620018,34,MOTT STREET,10013,2,123278354,A2,OT,EW,OT,2017-11-01,2017-11-01,2018-08-21,2017-11-01
MANHATTAN,1083326,1001620018,34,MOTT STREET,10013,2,123278354,A2,MH,EW,MH,2017-11-01,2017-11-01,2018-08-21,2017-11-01
MANHATTAN,1083326,1001620018,34,MOTT STREET,10013,2,123278354,A2,PL,PL,NA,2017-11-24,2017-11-24,2018-11-24,2017-11-24
MANHATTAN,1001783,1001630011,30,PELL STREET,10013,2,140987207,A2,OT,EW,OT,2020-12-08,2020-12-08,2021-12-04,2020-12-08
MANHATTAN,1001791,1001630022,65,BAYARD STREET,10013,2,123821025,A2,OT,EW,OT,2019-06-26,2019-06-26,2020-04-07,2019-06-26
MANHATTAN,1001791,1001630022,65,BAYARD STREET,10013,2,123821025,A2,MH,EW,MH,2019-06-26,2019-06-26,2020-10-31,2019-06-26
MANHATTAN,1001791,1001630022,65,BAYARD STREET,10013,2,123821025,A2,PL,PL,NA,2020-11-10,2020-11-10,2021-11-10,2020-11-10
MANHATTAN,1001794,1001630026,57,BAYARD STREET,10013,2,123167401,A2,OT,EW,OT,2018-04-06,2018-04-06,2019-01-08,2018-04-06
MANHATTAN,1001805,1001640001,100,MOSCO STREET,10013,2,122205194,A3,OT,AL,NA,2017-05-19,2017-05-19,2017-10-04,2017-05-19
MANHATTAN,1001809,1001640007,42,MULBERRY STREET,10013,2,140426983,A2,PL,PL,NA,2016-01-12,2016-01-12,2017-01-11,2016-01-12
MANHATTAN,1001809,1001640007,42,MULBERRY STREET,10013,2,140426983,A2,BL,EW,BL,2016-01-12,2016-01-12,2016-11-03,2016-01-12
MANHATTAN,1001810,1001640013,56,MULBERRY ST,10013,2,140672332,A2,PL,PL,NA,2017-10-03,2017-10-03,2018-10-03,2017-10-03
MANHATTAN,1001810,1001640013,56,MULBERRY ST,10013,2,140672332,A2,OT,EW,OT,2017-09-25,2017-09-25,2018-02-01,2017-09-25
MANHATTAN,1001811,1001640021,83,BAYARD STREET,10013,2,123166420,A2,OT,EW,OT,2018-05-03,2018-05-03,2019-01-08,2018-05-03
MANHATTAN,1001811,1001640021,83,BAYARD STREET,10013,2,123407009,A2,FP,EW,FP,2018-11-15,2018-11-15,2019-10-01,2018-11-15
MANHATTAN,1001811,1001640021,83,BAYARD STREET,10013,2,123508230,A2,OT,EW,OT,2019-05-10,2019-05-10,2020-01-08,2019-05-10
MANHATTAN,1001812,1001640022,81,BAYARD STREET,10013,2,123003230,A2,PL,PL,NA,2017-01-31,2017-01-31,2018-01-31,2017-01-31
MANHATTAN,1001812,1001640022,81,BAYARD STREET,10013,2,123003230,A2,OT,EW,OT,2017-01-30,2017-01-31,2017-12-24,2017-01-31
MANHATTAN,1001816,1001640029,43,MOTT STREET,10013,2,122946232,A2,OT,EW,OT,2016-12-20,2016-12-20,2017-07-29,2016-12-20
MANHATTAN,1001816,1001640029,43,MOTT STREET,10013,2,122946232,A2,PL,PL,NA,2016-12-20,2016-12-20,2017-12-20,2016-12-20
MANHATTAN,1001816,1001640029,43,MOTT STREET,10013,2,123059527,A2,FP,EW,FP,2017-04-14,2017-04-14,2017-10-01,2017-04-14
MANHATTAN,1001818,1001640032,33,MOTT STREET,10013,2,123196558,A2,PL,PL,NA,2018-01-11,2018-01-11,2019-01-11,2018-01-11
MANHATTAN,1001818,1001640032,33,MOTT STREET,10013,2,123196558,A2,OT,EW,OT,2018-01-11,2018-01-11,2018-08-26,2018-01-11
MANHATTAN,1001818,1001640032,33,MOTT STREET,10013,2,123196558,A2,MH,EW,MH,2018-01-11,2018-01-11,2018-08-26,2018-01-11
MANHATTAN,1077153,1001640049,13,MOTT ST.,10013,2,121776916,A2,PL,PL,NA,2016-02-24,2016-02-24,2017-02-23,2016-02-24
MANHATTAN,1077153,1001640049,13,MOTT ST.,10013,2,121776916,A2,OT,EW,OT,2016-02-19,2016-02-22,2016-06-19,2016-02-22
MANHATTAN,1077153,1001640049,13,MOTT ST.,10013,2,121776916,A2,MH,EW,MH,2016-02-22,2016-02-22,2016-04-18,2016-02-22
MANHATTAN,1086161,1001700020,42,LAFAYETTE STREET,10013,2,123585432,A2,OT,EW,OT,2018-06-08,2018-06-08,2019-05-26,2018-06-08
MANHATTAN,1086161,1001700020,42,LAFAYETTE STREET,10013,2,123585432,A2,MH,EW,MH,2018-06-08,2018-06-08,2019-05-26,2018-06-08
MANHATTAN,1086161,1001700020,42,LAFAYETTE STREET,10013,2,123585432,A2,PL,PL,NA,2018-07-02,2018-07-02,2019-07-02,2018-07-02
MANHATTAN,1086161,1001700020,42,LAFAYETTE STREET,10013,2,123585441,A2,SP,EW,SP,2018-08-02,2018-08-02,2019-08-02,2018-08-02
MANHATTAN,1086161,1001700020,111,WORTH STREET,10013,2,123861231,A2,OT,EW,OT,2019-03-28,2019-03-28,2019-09-12,2019-03-28
MANHATTAN,1087082,1001730027,88,LEONARD STREET,10013,2,123507464,A2,OT,EW,OT,2018-11-08,2018-11-08,2019-03-26,2018-11-08
MANHATTAN,1087082,1001730027,88,LEONARD STREET,10013,2,123507455,A2,SP,EW,SP,2018-11-21,2018-11-21,2019-11-21,2018-11-21
MANHATTAN,1087082,1001730027,88,LEONARD STREET,10013,2,123598909,A1,NA,AL,NA,2019-08-19,2019-08-19,2020-08-18,2019-08-19
MANHATTAN,1002002,1001790032,180,WEST BROADWAY,10013,2,140999070,A2,OT,EW,OT,2021-03-15,2021-03-17,2021-12-16,2021-03-17
MANHATTAN,1002369,1001990005,87,BAXTER STREET,10013,2,122568532,A2,PL,PL,NA,2016-12-08,2016-12-08,2017-12-08,2016-12-08
MANHATTAN,1002369,1001990005,87,BAXTER STREET,10013,2,122568532,A2,OT,EW,OT,2016-12-08,2016-12-08,2017-07-26,2016-12-08
MANHATTAN,1002369,1001990005,87,BAXTER STREET,10013,2,122568532,A2,BL,EW,BL,2016-12-08,2016-12-08,2017-04-11,2016-12-08
MANHATTAN,1002369,1001990005,87,BAXTER STREET,10013,2,122568532,A2,MH,EW,MH,2017-11-17,2017-11-17,2018-04-11,2017-11-17
MANHATTAN,1002374,1001990017,91,MULBERRY STREET,10013,2,140961378,A3,OT,AL,NA,2020-10-07,2020-10-07,2021-10-07,2020-10-07
MANHATTAN,1002377,1001990024,77,MULBERRY STREET,10013,2,122954687,A2,OT,EW,OT,2017-02-07,2017-02-07,2017-09-01,2017-02-07
MANHATTAN,1002377,1001990024,77,MULBERRY STREET,10013,2,140521530,A2,OT,EW,OT,2016-07-19,2016-07-19,2017-06-13,2016-07-19
MANHATTAN,1002377,1001990024,77,MULBERRY STREET,10013,2,140521530,A2,PL,PL,NA,2016-08-11,2016-08-11,2017-08-11,2016-08-11
MANHATTAN,1083033,1001990032,104,BAYARD STREET,10013,2,140699331,A3,EQ,EQ,SH,2017-09-27,2017-09-27,2018-09-27,2017-09-27
MANHATTAN,1083033,1001990032,104,BAYARD STREET,10013,2,123186275,A2,OT,EW,OT,2018-05-14,2018-05-14,2019-04-27,2018-05-14
MANHATTAN,1002382,1001990034,75,BAXTER ST,10013,2,140862957,A2,OT,EW,OT,2019-10-07,2019-10-23,2019-12-11,2019-10-23
MANHATTAN,1002382,1001990034,75,BAXTER STREET,10013,2,140873945,A2,OT,EW,OT,2019-11-07,2019-11-07,2020-02-20,2019-11-07
MANHATTAN,1002384,1002000005,76,MULBERRY ST,10013,2,122890201,A2,BL,EW,BL,2016-09-20,2016-09-20,2017-06-01,2016-09-20
MANHATTAN,1002384,1002000005,76,MULBERRY ST,10013,2,122890201,A2,PL,PL,NA,2016-09-20,2016-09-20,2017-09-20,2016-09-20
MANHATTAN,1002393,1002000020,79,MOTT STREET,10013,2,123800823,A2,OT,EW,OT,2019-08-23,2019-08-23,2019-09-26,2019-08-23
MANHATTAN,1002396,1002000024,69,MOTT STREET,10013,2,122992066,A2,PL,PL,NA,2017-04-18,2017-04-18,2018-04-18,2017-04-18
MANHATTAN,1077165,1002000027,65,MOTT STREET,10013,2,122941291,A2,EQ,EQ,FN,2017-01-23,2017-01-23,2018-01-23,2017-01-23
MANHATTAN,1077165,1002000027,65,MOTT STREET,10013,2,122941291,A2,OT,EW,OT,2017-01-23,2017-01-23,2017-07-15,2017-01-23
MANHATTAN,1077165,1002000027,65,MOTT ST,10013,2,123365072,A3,OT,AL,NA,2018-05-17,2018-05-17,2019-03-10,2018-05-17
MANHATTAN,1002399,1002000029,61,MOTT STREET,10013,2,123441944,A2,OT,EW,OT,2018-10-19,2018-10-19,2019-08-06,2018-10-19
MANHATTAN,1002399,1002000029,61,MOTT STREET,10013,2,123441695,A2,OT,EW,OT,2018-10-19,2018-10-19,2019-08-06,2018-10-19
MANHATTAN,1002401,1002000033,82,BAYARD STREET,10013,2,123102132,A2,OT,EW,OT,2017-06-19,2017-06-19,2018-01-08,2017-06-19
MANHATTAN,1002423,1002010034,70,BAYARD STREET,10013,2,122757917,A3,EQ,EQ,SH,2016-04-08,2016-04-08,2017-04-08,2016-04-08
