bbl,longitude,latitude,housenum_lo,street_name
1010710042,-73.9963794,40.7605401,520,WEST 43 STREET
1010720050,-73.9965888,40.7614019,546,WEST 44 STREET
1010740014,-73.9955563,40.7624202,533,WEST 45 STREET
1010740015,-73.9954769,40.76239,531,WEST 45 STREET
1010740029,-73.994311,40.7617834,637,10 AVENUE
1010740030,-73.9942676,40.7618465,639,10 AVENUE
1010740031,-73.9942243,40.7619069,641,10 AVENUE
1010740032,-73.994181,40.7619673,643,10 AVENUE
1010750017,-73.9948596,40.7629499,527,WEST 46 STREET
1010750031,-73.9937622,40.7625326,657,10 AVENUE
1010750051,-73.9949137,40.7632957,538,WEST 47 STREET
1010750052,-73.9949931,40.7633287,540,WEST 47 STREET
1010760028,-73.9935347,40.7632106,503,WEST 47 STREET
1010760030,-73.993347,40.7630953,691,10 AVENUE
1010760031,-73.9933037,40.7631557,693,10 AVENUE
1010760032,-73.9932568,40.7632161,695,10 AVENUE
1010760036,-73.9930798,40.7634603,703,10 AVENUE
1010770021,-73.9936285,40.7640697,519,WEST 48 STREET
1010770057,-73.9944768,40.7647449,544,WEST 49 STREET
1010780008,-73.9941193,40.7650908,541,WEST 49 STREET
1010780012,-73.9938847,40.7649947,537,WEST 49 STREET
1010780013,-73.9938053,40.764959,535,WEST 49 STREET
1010780048,-73.9933071,40.7650743,530,WEST 50 STREET
1010780053,-73.9937439,40.7652582,540,WEST 50 STREET
1010780055,-73.9938594,40.7653076,544,WEST 50 STREET
1010780056,-73.993946,40.7653433,546,WEST 50 STREET
1010780057,-73.9940255,40.7653762,548,WEST 50 STREET
1010780060,-73.9942457,40.7654805,554,WEST 50 STREET
1010860031,-73.9886278,40.7695725,879,10 AVENUE
1010890001,-74.0004657,40.7612702,1,RIVER PLACE
1011050029,-73.9917902,40.7707695,601,WEST 57 STREET
1011170014,-73.9810926,40.7719951,35,WEST 64 STREET
1011170025,-73.9802226,40.7716299,9,WEST 64 STREET
1011170039,-73.9802658,40.771973,10,WEST 65 STREET
1011200055,-73.9799005,40.774284,58,WEST 68 STREET
1011210040,-73.9782505,40.7744073,16,WEST 69 STREET
1011220012,-73.9789795,40.7752089,43,WEST 69 STREET
1011240051,-73.9777406,40.7766578,32,WEST 72 STREET
1011240057,-73.9782533,40.7768748,44,WEST 72 STREET
1011250009,-73.9777115,40.7772699,37,WEST 72 STREET
1011270003,-73.9773283,40.7788563,305,COLUMBUS AVENUE
1011270010,-73.9767471,40.7785213,45,WEST 74 STREET
1011270019,-73.9760792,40.7782385,25,WEST 74 STREET
1011270021,-73.9759348,40.7781781,21,WEST 74 STREET
1011270058,-73.9768119,40.7788754,52,WEST 75 STREET
1011280021,-73.9753568,40.7787653,15,WEST 75 STREET
1011280044,-73.9752701,40.779059,18,WEST 76 STREET
1011280061,-73.9767394,40.7796741,331,COLUMBUS AVENUE
1011320021,-73.9867177,40.7710874,175,WEST 60 STREET
1011320035,-73.9860604,40.7719602,160,WEST 62 STREET
1011400026,-73.9811566,40.775308,111,WEST 68 STREET
1011400030,-73.9808173,40.7751378,182,COLUMBUS AVENUE
1011400133,-73.9806656,40.775426,106,WEST 69 STREET
1011410013,-73.9817593,40.7763896,2020,BROADWAY
1011410015,-73.9815752,40.7762935,143,WEST 69 STREET
1011410050,-73.9814415,40.7765652,148,WEST 70 STREET
1011420035,-73.9797481,40.7766829,104,WEST 71 STREET
1011420136,-73.9798673,40.7767323,108,WEST 71 STREET
1011430049,-73.980636,40.7778825,140,WEST 72 STREET
1011440049,-73.9798884,40.7785137,140,WEST 73 STREET
1011440056,-73.9805671,40.7787992,160,WEST 73 STREET
1011440061,-73.9809426,40.7789558,269,AMSTERDAM AVENUE
1011450025,-73.9788015,40.7785574,115,WEST 73 STREET
1011450052,-73.9797473,40.7792822,150,WEST 74 STREET
1011460017,-73.9790504,40.7794907,129,WEST 74 STREET
1011460022,-73.9786713,40.7793314,117,WEST 74 STREET
1011470029,-73.9776097,40.7795919,320,COLUMBUS AVENUE
1011490023,-73.9772336,40.7812168,123,WEST 77 STREET
1011500001,-73.9784103,40.7825372,173,WEST 78 STREET
1011520013,-73.9883963,40.7720428,229,WEST 60 STREET
1011540156,-73.987858,40.7740436,247,WEST 63 STREET
1011540158,-73.9876992,40.773975,243,WEST 63 STREET
1011540160,-73.9875403,40.7739091,239,WEST 63 STREET
1011540162,-73.9873779,40.7738405,235,WEST 63 STREET
1011580012,-73.983933,40.7760139,170,AMSTERDAM AVENUE
1011580033,-73.9830769,40.7772571,200,WEST 70 STREET
1011620141,-73.983177800000007,40.7781245,220,WEST 71 STREET
1011620161,-73.9847122,40.7788054,276,WEST 71 STREET
1011630056,-73.9838094,40.7792032,250,WEST 72 STREET
1011640011,-73.9832749,40.7796149,247,WEST 72 STREET
1011640013,-73.9831486,40.7795599,245,WEST 72 STREET
1011680058,-73.9815843,40.7825542,262,WEST 77 STREET
1011680061,-73.9819453,40.7828342,358,WEST END AVENUE
1011690008,-73.9811148,40.7828368,2181,BROADWAY
1011690016,-73.9802916,40.7825046,2180,BROADWAY
1011690040,-73.9797535,40.7826061,216,WEST 78 STREET
1011690057,-73.9809883,40.783114,2191,BROADWAY
1011710062,-73.988385,40.7751525,101,WEST END AVENUE
1011710129,-73.9879006,40.7783968,180,RIVERSIDE BOULEVARD
1011710148,-73.9902914,40.7743238,400,WEST 63 STREET
1011820029,-73.9855391,40.7787863,225,WEST END AVENUE
1011840004,-73.9850982,40.7803562,311,WEST 72 STREET
1011840089,-73.9838882,40.7817998,306,WEST 75 STREET
1011850051,-73.9838229,40.7831666,333,WEST 76 STREET
1011860009,-73.9830031,40.7836468,325,WEST 77 STREET
1011960061,-73.9733615,40.7843037,475,COLUMBUS AVENUE
1011960063,-73.9734555,40.7841748,471,COLUMBUS AVENUE
1011970027,-73.9711879,40.783768,3,WEST 83 STREET
1011970113,-73.9721916,40.7841909,41,WEST 83 STREET
1011980001,-73.9727256,40.7851682,501,COLUMBUS AVENUE
1011980015,-73.971693,40.7848139,29,WEST 84 STREET
1011980017,-73.9714944,40.7847287,25,WEST 84 STREET
1011980024,-73.9709637,40.7845063,11A,WEST 84 STREET
1011980052,-73.9716387,40.7851213,50,WEST 85 STREET
1011990001,-73.9722234,40.7858597,519,COLUMBUS AVENUE
1011990013,-73.9713352,40.7854862,49,WEST 85 STREET
1012000015,-73.9706524,40.7861558,27,WEST 86 STREET
1012000040,-73.9697027,40.7860842,12,WEST 87 STREET
1012010058,-73.9708794,40.7873965,66,WEST 88 STREET
1012050022,-73.967643,40.7889903,5,WEST 91 STREET
1012060001,-73.968816,40.790459,70,WEST 93 STREET
1012060010,-73.9682059,40.7900389,55,WEST 92 STREET
1012060045,-73.9679205,40.7902529,50,WEST 93 STREET
1012080001,-73.9676814,40.7916335,705,COLUMBUS AVENUE
1012080029,-73.9657425,40.7908122,350,CENTRAL PARK WEST
1012090001,-73.967338,40.7923552,721,COLUMBUS AVENUE
1012100055,-73.9771498,40.7832918,150,WEST 80 STREET
1012120006,-73.9766186,40.784395,169,WEST 81 STREET
1012120008,-73.9764959,40.7843429,167,WEST 81 STREET
1012120110,-73.9760843,40.7841699,155,WEST 81 STREET
1012130034,-73.9740656,40.7844384,472,COLUMBUS AVENUE
1012130051,-73.9754412,40.7850343,142,WEST 83 STREET
1012130060,-73.9760514,40.7853117,166,WEST 83 STREET
1012140002,-73.9760115,40.7857673,483,AMSTERDAM AVENUE
1012140003,-73.9759681,40.7858304,485,AMSTERDAM AVENUE
1012140063,-73.9758489,40.786017,491,AMSTERDAM AVENUE
1012160027,-73.9729347,40.7861673,101,WEST 85 STREET
1012160048,-73.973765,40.78684,140,WEST 86 STREET
1012180015,-73.9730459,40.7879816,151,WEST 87 STREET
1012270061,-73.9804245,40.7847388,412,WEST END AVENUE
1012270063,-73.9805437,40.7846208,410,WEST END AVENUE
1012280036,-73.9777561,40.7844694,434,AMSTERDAM AVENUE
1012290037,-73.9775609,40.7851253,202,WEST 82 STREET
1012290041,-73.9778605,40.7852516,212,WEST 82 STREET
1012290042,-73.9779436,40.7852873,214,WEST 82 STREET
1012290043,-73.9780411,40.7853285,224,WEST 82 STREET
1012300030,-73.9770877,40.7853997,462,AMSTERDAM AVENUE
1012310026,-73.9768924,40.7861737,215,WEST 83 STREET
1012310036,-73.9763543,40.7863986,494,AMSTERDAM AVENUE
1012320033,-73.9760617,40.7868103,506,AMSTERDAM AVENUE
1012330027,-73.9759495,40.787433299999996,205,WEST 85 STREET
1012350061,-73.9766781,40.7898461,570,WEST END AVENUE
1012360010,-73.9758005,40.7899639,2401,BROADWAY
1012360029,-73.9742948,40.7893296,205,WEST 88 STREET
1012360033,-73.9741287,40.789464,588,AMSTERDAM AVENUE
1012360035,-73.9740383,40.7895848,592,AMSTERDAM AVENUE
1012360036,-73.973995,40.7896479,594,AMSTERDAM AVENUE
1012360044,-73.9748255,40.7898841,2412,BROADWAY
1012380001,-73.9756808,40.7914323,620,WEST END AVENUE
1012380052,-73.9745757,40.7914184,250,WEST 91 STREET
1012390004,-73.9750341,40.7921925,646,WEST END AVENUE
1012390044,-73.973373,40.7917255,2476,BROADWAY
1012390059,-73.9747271,40.7922226,294,WEST 92 STREET
1012400010,-73.9739361,40.792464,2481,BROADWAY
1012400052,-73.973741,40.7927192,2495,BROADWAY
1012410010,-73.973517,40.7929799,2501,BROADWAY
1012420036,-73.971256,40.7933965,718,AMSTERDAM AVENUE
1012420040,-73.972054,40.7935889,2532,BROADWAY
1012420041,-73.9720071,40.7936547,2534,BROADWAY
1012420128,-73.9717364,40.7931826,203,WEST 94 STREET
1012430031,-73.970985,40.7937258,724,AMSTERDAM AVENUE
1012430036,-73.9707645,40.7940414,734,AMSTERDAM AVENUE
1012430042,-73.9715156,40.7942749,2552,BROADWAY
1012430061,-73.973025,40.7949587,736,WEST END AVENUE
1012430139,-73.9712954,40.7941431,210,WEST 96 STREET
1012440035,-73.9814462,40.7855377,321,WEST 80 STREET
1012440090,-73.9809007,40.7865504,98,RIVERSIDE DRIVE
1012450061,-73.9799615,40.7874643,317,WEST 83 STREET
1012450075,-73.9792645,40.7874971,495,WEST END AVENUE
1012450088,-73.9799578,40.7877991,324,WEST 84 STREET
1012460001,-73.9807014,40.788738,125,RIVERSIDE DRIVE
1012460007,-73.9807737,40.7885596,120,RIVERSIDE DRIVE
1012470015,-73.9797155,40.789026,343,WEST 85 STREET
1012470029,-73.9785925,40.7885509,525,WEST END AVENUE
1012490115,-73.978758,40.7903872,339,WEST 87 STREET
1012500014,-73.9781439,40.790958,335,WEST 88 STREET
1012500030,-73.9771582,40.7905433,585,WEST END AVENUE
1012520022,-73.9753298,40.7933042,306,WEST 93 STREET
1012520024,-73.9754453,40.7933536,308,WEST 93 STREET
1012520025,-73.9755826,40.793414,310,WEST 93 STREET
1012520027,-73.9757414,40.7934799,312,WEST 93 STREET
1012520029,-73.9758967,40.7935458,316,WEST 93 STREET
1012520057,-73.9746253,40.7939024,697,WEST END AVENUE
1012530021,-73.9743759,40.7944485,711,WEST END AVENUE
1012530045,-73.9754628,40.7950691,336,WEST 95 STREET
1012870008,-73.9757937,40.7590115,5,EAST 51 STREET
1012980041,-73.974237,40.7521301,150,EAST 44 STREET
1013000122,-73.9741643,40.753346,131,EAST 45 STREET
1013060050,-73.9712751,40.7575009,140,EAST 52 STREET
1013070029,-73.9703402,40.7575308,155,EAST 52 STREET
1013090039,-73.9688777,40.7589495,162,EAST 55 STREET
1013090041,-73.969152,40.758988,160,EAST 55 STREET
1013190037,-73.9715767,40.7526427,228,EAST 46 STREET
1013290026,-73.9662609,40.7585398,1057,2 AVENUE
1013290035,-73.9669862,40.7588886,222,EAST 56 STREET
1013290121,-73.9665208,40.7583724,245,EAST 55 STREET
1013390104,-73.9697794,40.7523815,303,EAST 46 STREET
1013400038,-73.9682705,40.7528916,328,EAST 48 STREET
1013400040,-73.9684257,40.7529548,324,EAST 48 STREET
1013420004,-73.9684683,40.7544041,930,2 AVENUE
1013420016,-73.9674074,40.7538329,337,EAST 49 STREET
1013440030,-73.9657681,40.7551252,939,1 AVENUE
1013450041,-73.9663162,40.7561519,326,EAST 53 STREET
1013460001,-73.9667887,40.7567833,1004,2 AVENUE
1013470007,-73.9658536,40.7572688,315,EAST 54 STREET
1013470042,-73.9654348,40.7574169,316,EAST 55 STREET
1013490001,-73.9654487,40.7586136,1066,2 AVENUE
1013500027,-73.962911,40.7588105,1057,1 AVENUE
1013500028,-73.962864,40.7588708,1059,1 AVENUE
1013500040,-73.9639106,40.7593542,320,EAST 58 STREET
1013510015,-73.9633654,40.7596258,333,EAST 58 STREET
1013510025,-73.9625425,40.7593181,1069,1 AVENUE
1013510027,-73.9624919,40.7594553,1073,1 AVENUE
1013510028,-73.9624269,40.7595459,1075,1 AVENUE
1013630047,-73.9650391,40.7549218,944,1 AVENUE
1013640047,-73.9646526,40.7554514,962,1 AVENUE
1013660047,-73.9637171,40.756689,994,1 AVENUE
1013690041,-73.9618102,40.758467,414,EAST 58 STREET
1013690045,-73.9622108,40.758651,400,EAST 58 STREET
1013750026,-73.9702867,40.7641731,35,EAST 60 STREET
1013800014,-73.9688988,40.7676887,19,EAST 65 STREET
1013800146,-73.9677545,40.7675265,50,EAST 66 STREET
1013810017,-73.9682776,40.7683363,778,MADISON AVENUE
1013830028,-73.9664505,40.7691016,41,EAST 68 STREET
1013970020,-73.966471,40.7641665,805,LEXINGTON AVENUE
1014050057,-73.9629916,40.7696385,972,LEXINGTON AVENUE
1014090021,-73.960882,40.7718061,1033,LEXINGTON AVENUE
1014090042,-73.9598747,40.7717372,192,EAST 75 STREET
1014090053,-73.9607844,40.772012,1045,LEXINGTON AVENUE
1014120023,-73.9593031,40.7736528,153,EAST 77 STREET
1014120046,-73.9588373,40.7737954,164,EAST 78 STREET
1014130033,-73.9580285,40.773828,1374,3 AVENUE
1014130035,-73.9579382,40.7739542,1378,3 AVENUE
1014140016,-73.9650503,40.7611524,233,EAST 59 STREET
1014140120,-73.9646425,40.7609821,243,EAST 59 STREET
1014150007,-73.9652808,40.7620637,211,EAST 60 STREET
1014150021,-73.9639382,40.7616736,1143,2 AVENUE
1014160021,-73.963595,40.7620961,1161,2 AVENUE
1014210005,-73.9621346,40.7656583,205,EAST 66 STREET
1014210042,-73.9623799,40.7660839,210,EAST 67 STREET
1014210044,-73.9625278,40.766147,206,EAST 67 STREET
1014280038,-73.9587671,40.7704385,224,EAST 74 STREET
1014290001,-73.9593083,40.7710481,1291,3 AVENUE
1014290002,-73.9592541,40.7711249,1295,3 AVENUE
1014300001,-73.958788,40.7716627,1311,3 AVENUE
1014300045,-73.9585314,40.7721237,1327,3 AVENUE
1014310005,-73.9580511,40.7722992,207,EAST 76 STREET
1014310006,-73.9579717,40.7722662,209,EAST 76 STREET
1014310008,-73.957831,40.7722058,213,EAST 76 STREET
1014310009,-73.9577371,40.7721673,217,EAST 76 STREET
1014310026,-73.9564664,40.7719583,1473,2 AVENUE
1014310036,-73.9572352,40.7722852,234,EAST 77 STREET
1014310038,-73.957394,40.7723511,216,EAST 77 STREET
1014320012,-73.9570364,40.7726968,231,EAST 77 STREET
1014320013,-73.9569606,40.7726639,233,EAST 77 STREET
1014320018,-73.9565635,40.7724963,245,EAST 77 STREET
1014320029,-73.9562204,40.7726855,260,EAST 78 STREET
1014320037,-73.9568557,40.772952,232,EAST 78 STREET
1014320038,-73.9569604,40.7729987,226,EAST 78 STREET
1014320040,-73.9570867,40.7730509,220,EAST 78 STREET
1014350032,-73.96178,40.7609181,338,EAST 61 STREET
1014360022,-73.9614657,40.7612748,349,EAST 61 STREET
1014360026,-73.9610975,40.7612856,1123,1 AVENUE
1014360033,-73.9614258,40.7615822,348,EAST 62 STREET
1014370030,-73.960505,40.7621308,1149,1 AVENUE
1014370032,-73.9609634,40.7622051,340,EAST 63 STREET
1014390046,-73.9611393,40.7639206,310,EAST 65 STREET
1014390049,-73.961446,40.7641375,1238,2 AVENUE
1014400019,-73.959847,40.763868,341,EAST 65 STREET
1014400020,-73.959764,40.7638323,343,EAST 65 STREET
1014400038,-73.9599839,40.7642523,332,EAST 66 STREET
1014410031,-73.9589765,40.7646445,342,EAST 67 STREET
1014440028,-73.9573834,40.766384,1295,1 AVENUE
1014440036,-73.9581774,40.7667631,326,EAST 70 STREET
1014440040,-73.9583723,40.7668483,318,EAST 70 STREET
1014440041,-73.9584517,40.7668812,316,EAST 70 STREET
1014450046,-73.9583284,40.7676442,308,EAST 71 STREET
1014450047,-73.9584078,40.7676799,306,EAST 71 STREET
1014460004,-73.9583858,40.7682893,1388,2 AVENUE
1014470030,-73.9559055,40.768486,1359,1 AVENUE
1014470031,-73.9561943,40.7685272,336,EAST 73 STREET
1014470034,-73.9563892,40.7686097,332,EAST 73 STREET
1014470038,-73.9567032,40.7687415,324,EAST 73 STREET
1014480025,-73.9556056,40.7688289,1365,1 AVENUE
1014480045,-73.9569156,40.7696611,310,EAST 74 STREET
1014490009,-73.9564388,40.7699573,315,EAST 74 STREET
1014490010,-73.9563594,40.7699244,317,EAST 74 STREET
1014490026,-73.9551177,40.7695726,1435,1 AVENUE
1014490038,-73.9560199,40.7701081,310,EAST 75 STREET
1014500012,-73.9557381,40.7704923,319,EAST 75 STREET
1014500039,-73.9553986,40.7706788,348,EAST 76 STREET
1014500041,-73.9555538,40.7707447,344,EAST 76 STREET
1014510012,-73.9552322,40.7711097,345,EAST 76 STREET
1014510012,-73.9552322,40.7711097,345,EAST 76 STREET
1014510047,-73.955593,40.7715901,304,EAST 77 STREET
1014530009,-73.9545851,40.7724955,313,EAST 78 STREET
1014550021,-73.959373,40.7597425,1113,YORK AVENUE
1014560003,-73.9605779,40.7609835,1118,1 AVENUE
1014580042,-73.959144,40.7622593,408,EAST 64 STREET
1014590001,-73.9589776,40.7628466,1168,1 AVENUE
1014590010,-73.9582487,40.7623798,415,EAST 64 STREET
1014590022,-73.9575268,40.7622368,429,EAST 64 STREET
1014590030,-73.9580717,40.7626213,410,EAST 65 STREET
1014600022,-73.9570752,40.7628624,1213,YORK AVENUE
1014630047,-73.9572684,40.7655222,1278,1 AVENUE
1014650005,-73.9562678,40.7664495,403,EAST 70 STREET
1014650006,-73.9561885,40.7664138,405,EAST 70 STREET
1014650009,-73.9559106,40.7663011,411,EAST 70 STREET
1014650013,-73.9556507,40.766194,417,EAST 70 STREET
1014650015,-73.9555172,40.7660595,421,EAST 70 STREET
1014650016,-73.9553764,40.7660402,423,EAST 70 STREET
1014650038,-73.9556505,40.7665179,416,EAST 71 STREET
1014660008,-73.9555311,40.7669597,415,EAST 71 STREET
1014660019,-73.954701,40.7666108,437,EAST 71 STREET
1014660020,-73.9546252,40.7665779,439,EAST 71 STREET
1014660029,-73.954477,40.7668495,434,EAST 72 STREET
1014660031,-73.9546358,40.7669155,430,EAST 72 STREET
1014660144,-73.9557005,40.767366,402,EAST 72 STREET
1014670034,-73.9542995,40.7677223,424,EAST 73 STREET
1014680001,-73.9551474,40.768461,1370,1 AVENUE
1014680002,-73.9550968,40.7685268,1372,1 AVENUE
1014680003,-73.9550534,40.7685872,1374,1 AVENUE
1014680038,-73.9541546,40.7684935,414,EAST 74 STREET
1014690008,-73.9541398,40.7689519,409,EAST 74 STREET
1014690017,-73.9533999,40.7686716,435,EAST 74 STREET
1014690018,-73.9533205,40.7686386,437,EAST 74 STREET
1014690032,-73.9532156,40.7689268,436,EAST 75 STREET
1014690038,-73.9537209,40.7691383,422,EAST 75 STREET
1014700003,-73.9541175,40.7698521,1448,1 AVENUE
1014700010,-73.9536087,40.7695912,415,EAST 75 STREET
1014700013,-73.9533235,40.7694703,423,EAST 75 STREET
1014700022,-73.9525296,40.7690171,1409,YORK AVENUE
1014700026,-73.9523633,40.7693107,1427,YORK AVENUE
1014700029,-73.9522477,40.7694699,1431A,YORK AVENUE
1014700040,-73.9533053,40.7697942,418,EAST 76 STREET
1014710011,-73.9529332,40.7701426,419,EAST 76 STREET
1014710038,-73.9528427,40.7704308,418,EAST 77 STREET
1014720012,-73.9524562,40.770771,427,EAST 77 STREET
1014720038,-73.9522105,40.7709932,420,EAST 78 STREET
1014720039,-73.9522971,40.7710289,418,EAST 78 STREET
1014720040,-73.9523837,40.7710674,416,EAST 78 STREET
1014720042,-73.9525462,40.771136,412,EAST 78 STREET
1014730021,-73.9512898,40.7711053,447,EAST 78 STREET
1014730022,-73.9511347,40.7709241,1477,YORK AVENUE
1014730042,-73.9520547,40.7717534,412,EAST 79 STREET
1014850050,-73.9526712,40.7678671,1380,YORK AVENUE
1014860001,-73.952375,40.7681826,1394,YORK AVENUE
1014870014,-73.950974,40.7684785,519,EAST 75 STREET
1014880001,-73.951327,40.7696259,1434,YORK AVENUE
1014900001,-73.9503838,40.7709018,1472,YORK AVENUE
1014900009,-73.9501096,40.7706108,503,EAST 78 STREET
1014900010,-73.9497631,40.7704651,511,EAST 78 STREET
1014900015,-73.9494275,40.7703223,519,EAST 78 STREET
1014900019,-73.9490918,40.7701821,527,EAST 78 STREET
1014900023,-73.9487562,40.7700393,535,EAST 78 STREET
1014900028,-73.9482182,40.7701516,542,EAST 79 STREET
1014900030,-73.9485682,40.7702972,532,EAST 79 STREET
1014900032,-73.9489039,40.7704401,524,EAST 79 STREET
1014900036,-73.9492395,40.7705802,516,EAST 79 STREET
1014900040,-73.9495752,40.7707231,510,EAST 79 STREET
1014900044,-73.9499217,40.7708687,504,EAST 79 STREET
1014920010,-73.9622254,40.7775019,11,EAST 80 STREET
1014920049,-73.9609798,40.7773753,1067,MADISON AVENUE
1015060016,-73.9551679,40.7861837,27,EAST 94 STREET
1015090034,-73.9569372,40.7752466,1412,3 AVENUE
1015090035,-73.9568686,40.7753399,1416,3 AVENUE
1015090039,-73.9567276,40.7755897,1424,3 AVENUE
1015090041,-73.9569803,40.7756309,168,EAST 81 STREET
1015100045,-73.9568498,40.7763967,164,EAST 82 STREET
1015100046,-73.9569293,40.7764296,162,EAST 82 STREET
1015100053,-73.9574455,40.7765478,1201,LEXINGTON AVENUE
1015120040,-73.955506,40.777494,1482,3 AVENUE
1015120047,-73.9560871,40.7777385,150,EAST 84 STREET
1015130016,-73.9565885,40.7784469,133,EAST 84 STREET
1015130037,-73.9550038,40.7779797,1498,3 AVENUE
1015140039,-73.9547325,40.7786685,1524,3 AVENUE
1015140056,-73.9559272,40.7793304,130,EAST 86 STREET
1015150046,-73.9547823,40.7797911,152,EAST 87 STREET
1015160013,-73.955262,40.7804912,1290,LEXINGTON AVENUE
1015160025,-73.9544246,40.7801395,163,EAST 87 STREET
1015160026,-73.9543307,40.7800983,165,EAST 87 STREET
1015160027,-73.9542477,40.7800626,167,EAST 87 STREET
1015160046,-73.9540778,40.7803178,164,EAST 88 STREET
1015160052,-73.9544424,40.7804717,16O,EAST 88 STREET
1015160060,-73.9552257,40.7808013,120,EAST 88 STREET
1015170033,-73.9532726,40.7803532,1568,3 AVENUE
1015170058,-73.9546584,40.781383,1328,LEXINGTON AVENUE
1015180007,-73.9549722,40.7820089,107,EAST 89 STREET
1015180024,-73.9536979,40.7814732,1341,LEXINGTON AVENUE
1015180036,-73.9526871,40.7811599,1594,3 AVENUE
1015180044,-73.9530587,40.7815306,166,EAST 90 STREET
1015190022,-73.9532064,40.7820796,151,EAST 90 STREET
1015190052,-73.953217,40.7824117,148,EAST 91 STREET
1015190132,-73.9524303,40.7817142,175,EAST 90 STREET
1015200034,-73.9518846,40.7822986,173,EAST 91 STREET
1015210064,-73.9532988,40.7840915,118,EAST 93 STREET
1015220037,-73.9507967,40.7837337,1670,3 AVENUE
1015220156,-73.9522875,40.784426,1436,LEXINGTON AVENUE
1015230050,-73.9512652,40.7849498,1469,LEXINGTON AVENUE
1015240056,-73.9512791,40.7856963,138,EAST 96 STREET
1015250029,-73.9551942,40.7740355,242,EAST 80 STREET
1015250031,-73.955371,40.7741262,236,EAST 80 STREET
1015250033,-73.9554901,40.7741564,232,EAST 80 STREET
1015250034,-73.9555696,40.7741949,230,EAST 80 STREET
1015250035,-73.9556526,40.7742279,228,EAST 80 STREET
1015260016,-73.9552588,40.7745598,233,EAST 80 STREET
1015260017,-73.9551397,40.7745104,235,EAST 80 STREET
1015260019,-73.9550206,40.7744582,239,EAST 80 STREET
1015260033,-73.9550709,40.7748177,230,EAST 81 STREET
1015260047,-73.9562512,40.7752629,1425,3 AVENUE
1015270032,-73.9545289,40.7754159,236,EAST 82 STREET
1015280005,-73.955135,40.7761737,205,EAST 82 STREET
1015280009,-73.954839,40.77605,217,EAST 82 STREET
1015280021,-73.9537995,40.7754815,1583,2 AVENUE
1015290038,-73.9540838,40.7768896,216,EAST 84 STREET
1015300015,-73.9534554,40.7771254,235,EAST 84 STREET
1015300044,-73.9541013,40.7777268,208,EAST 85 STREET
1015310038,-73.9533248,40.7780421,220,EAST 86 STREET
1015320044,-73.9530424,40.7790548,208,EAST 87 STREET
1015330043,-73.9524751,40.7796365,208,EAST 88 STREET
1015340004,-73.9525432,40.780287,1575,3 AVENUE
1015340012,-73.951749,40.7801302,217,EAST 88 STREET
1015340014,-73.9517203,40.7798173,221,EAST 88 STREET
1015340015,-73.9516409,40.7797843,223,EAST 88 STREET
1015340016,-73.9515615,40.7797514,225,EAST 88 STREET
1015340028,-73.9507274,40.7797565,1713,2 AVENUE
1015350020,-73.9507126,40.7802121,233,EAST 89 STREET
1015350040,-73.9514018,40.7808245,212,EAST 90 STREET
1015400001,-73.9498938,40.783854,1679,3 AVENUE
1015400005,-73.949623,40.7838594,205,EAST 94 STREET
1015400027,-73.9480273,40.7834635,1827,2 AVENUE
1015400030,-73.9482294,40.7835953,234,EAST 95 STREET
1015400037,-73.9488214,40.7838453,220,EAST 95 STREET
1015400111,-73.9490779,40.7836286,219,EAST 94 STREET
1015410043,-73.9489038,40.7846962,204,EAST 96 STREET
1015430008,-73.953667,40.7738922,311,EAST 80 STREET
1015430149,-73.9537678,40.7743149,304,EAST 81 STREET
1015440014,-73.9527316,40.7743283,335,EAST 81 STREET
1015440016,-73.9525728,40.7742623,339,EAST 81 STREET
1015440017,-73.9524934,40.7742293,341,EAST 81 STREET
1015440038,-73.9525473,40.7745834,326,EAST 82 STREET
1015450030,-73.9511859,40.7748793,1593,1 AVENUE
1015450042,-73.9523193,40.7753162,316,EAST 83 STREET
1015450125,-73.9514063,40.7746543,1583,1 AVENUE
1015460041,-73.951817,40.7759363,324,EAST 84 STREET
1015460049,-73.9524666,40.7763263,1616,2 AVENUE
1015470005,-73.9520513,40.7765347,305,EAST 84 STREET
1015470006,-73.9519755,40.7765045,307,EAST 84 STREET
1015470130,-73.9504556,40.7761937,352,EAST 85 STREET
1015480036,-73.9505453,40.7770583,336,EAST 86 STREET
1015480049,-73.9515703,40.7776187,1656,2 AVENUE
1015490015,-73.9503318,40.7775907,333,EAST 86 STREET
1015490016,-73.9502524,40.777555,335,EAST 86 STREET
1015490017,-73.950173,40.777522,337,EAST 86 STREET
1015500023,-73.949086,40.7777713,1681,1 AVENUE
1015510001,-73.9504137,40.779147,1700,2 AVENUE
1015510002,-73.9503667,40.7792129,1702,2 AVENUE
1015510019,-73.949042,40.7786853,333,EAST 88 STREET
1015510049,-73.9499658,40.7793994,302,EAST 89 STREET
1015520011,-73.9492146,40.7795829,315,EAST 89 STREET
1015520012,-73.9491352,40.7795472,317,EAST 89 STREET
1015520021,-73.9483844,40.7792312,333,EAST 89 STREET
1015520035,-73.9484816,40.7795963,328,EAST 90 STREET
1015520041,-73.9490339,40.7798299,312,EAST 90 STREET
1015530002,-73.9494667,40.7805162,1734,2 AVENUE
1015530009,-73.9489072,40.7802745,313,EAST 90 STREET
1015530011,-73.948752,40.7802085,317,EAST 90 STREET
