bbl,isn_dob_bis_extract,dob_violation_number,ecb_violation_status,issue_date,violation_type,elig_flag,qual_flag,swl_flag
1000160185,NA,NA,NA,NA,NA,T,F,F
1000260014,1258575,11092017PL10DL01,RESOLVE,2017-09-25T00:00:00Z,Construction,T,F,F
1000310001,1321494,102920CMTFJV01,RESOLVE,2019-10-29T00:00:00Z,Construction,T,F,F
1000330011,NA,NA,NA,NA,NA,T,F,F
1000420001,1489893,092716CSPORS01,RESOLVE,2016-09-27T00:00:00Z,Construction,T,F,F
1000420022,NA,NA,NA,NA,NA,T,F,F
1000520021,NA,NA,NA,NA,NA,T,F,F
1000530006,1269478,041317CSPOSC01,RESOLVE,2017-04-13T00:00:00Z,Construction,T,F,F
1000650006,NA,NA,NA,NA,NA,T,F,F
1000690006,NA,NA,NA,NA,NA,T,F,F
1000690018,NA,NA,NA,NA,NA,T,F,F
1000720027,952326,071316CSSUSK02,RESOLVE,2016-07-13T00:00:00Z,Construction,T,F,F
1000720027,952373,071316CSSUSK04,RESOLVE,2016-07-13T00:00:00Z,Construction,T,F,F
1000760024,NA,NA,NA,NA,NA,T,F,F
1000780047,530713,05182017SS01BG02,RESOLVE,2017-05-18T00:00:00Z,Construction,T,F,F
1000780047,1180128,10272017CDCWRH02,RESOLVE,2017-10-27T00:00:00Z,Construction,T,F,F
1000780047,1180052,10272017CDCWRTT01,RESOLVE,2017-10-27T00:00:00Z,Construction,T,F,F
1000780047,1047155,121516CEU01RC01,RESOLVE,2016-12-15T00:00:00Z,Construction,T,F,F
1000780047,852926,081318BS01MA01,RESOLVE,2018-08-13T00:00:00Z,Construction,T,F,F
1000880014,NA,NA,NA,NA,NA,T,F,F
1000900017,NA,NA,NA,NA,NA,T,F,F
1000970018,NA,NA,NA,NA,NA,T,F,F
1001070028,NA,NA,NA,NA,NA,T,F,F
1001620013,NA,NA,NA,NA,NA,T,F,F
1001620014,NA,NA,NA,NA,NA,T,F,F
1001620015,NA,NA,NA,NA,NA,T,F,F
1001620017,NA,NA,NA,NA,NA,T,F,F
1001620018,NA,NA,NA,NA,NA,T,F,F
1001620035,NA,NA,NA,NA,NA,T,F,F
1001630001,NA,NA,NA,NA,NA,T,F,F
1001630002,1565548,10282020CMTFHZ09,RESOLVE,2020-10-28T00:00:00Z,Construction,T,F,F
1001630009,1284373,091818PL03MJ01,RESOLVE,2018-09-18T00:00:00Z,Construction,T,F,F
1001630011,NA,NA,NA,NA,NA,T,F,F
1001630018,1227510,09072017ASPOSCR01,RESOLVE,2017-07-20T00:00:00Z,Construction,T,F,F
1001630021,NA,NA,NA,NA,NA,T,F,F
1001630022,NA,NA,NA,NA,NA,T,F,F
1001630023,NA,NA,NA,NA,NA,T,F,F
1001630024,NA,NA,NA,NA,NA,T,F,F
1001630026,NA,NA,NA,NA,NA,T,F,F
1001630028,NA,NA,NA,NA,NA,T,F,F
1001630030,1256541,021618C03EH02,RESOLVE,2018-02-16T00:00:00Z,Construction,T,F,F
1001630033,NA,NA,NA,NA,NA,T,F,F
1001630038,NA,NA,NA,NA,NA,T,F,F
1001640001,668831,072816PL03IT01,RESOLVE,2016-07-28T00:00:00Z,Construction,T,F,F
1001640007,NA,NA,NA,NA,NA,T,F,F
1001640013,NA,NA,NA,NA,NA,T,F,F
1001640016,NA,NA,NA,NA,NA,T,F,F
1001640019,886861,031119C03MP01,RESOLVE,2019-03-11T00:00:00Z,Construction,T,F,F
1001640021,NA,NA,NA,NA,NA,T,F,F
1001640022,NA,NA,NA,NA,NA,T,F,F
1001640026,NA,NA,NA,NA,NA,T,F,F
1001640029,NA,NA,NA,NA,NA,T,F,F
1001640032,NA,NA,NA,NA,NA,T,F,F
1001640045,1539596,07022019C03KH01,ACTIVE,2019-07-02T00:00:00Z,Construction,T,F,F
1001640046,NA,NA,NA,NA,NA,T,F,F
1001640047,NA,NA,NA,NA,NA,T,F,F
1001640049,NA,NA,NA,NA,NA,T,F,F
1001640066,NA,NA,NA,NA,NA,T,F,F
1001700020,NA,NA,NA,NA,NA,T,T,F
1001710005,NA,NA,NA,NA,NA,T,F,F
1001730027,NA,NA,NA,NA,NA,T,F,F
1001780022,NA,NA,NA,NA,NA,T,F,F
1001790032,NA,NA,NA,NA,NA,T,T,F
1001990002,NA,NA,NA,NA,NA,T,F,F
1001990005,1367333,031519C03RB01,ACTIVE,2019-03-15T00:00:00Z,Construction,T,F,F
1001990007,NA,NA,NA,NA,NA,T,F,F
1001990011,NA,NA,NA,NA,NA,T,F,F
1001990013,NA,NA,NA,NA,NA,T,F,F
1001990017,NA,NA,NA,NA,NA,T,F,F
1001990019,NA,NA,NA,NA,NA,T,F,F
1001990021,NA,NA,NA,NA,NA,T,F,F
1001990024,NA,NA,NA,NA,NA,T,F,F
1001990031,NA,NA,NA,NA,NA,T,T,T
1001990032,1351807,,RESOLVE,2019-09-25T00:00:00Z,Construction,T,F,F
1001990034,NA,NA,NA,NA,NA,T,T,T
1002000005,NA,NA,NA,NA,NA,T,F,F
1002000019,NA,NA,NA,NA,NA,T,F,F
1002000020,1434987,06242019CMTFMB14,RESOLVE,2019-06-24T00:00:00Z,Construction,T,F,F
1002000022,NA,NA,NA,NA,NA,T,F,F
1002000024,138855,,RESOLVE,2019-05-07T00:00:00Z,Construction,T,F,F
1002000026,1135408,031516PL03DB01,RESOLVE,2016-03-15T00:00:00Z,Construction,T,F,F
1002000027,NA,NA,NA,NA,NA,T,F,F
1002000029,NA,NA,NA,NA,NA,T,F,F
1002000033,NA,NA,NA,NA,NA,T,F,F
1002010001,NA,NA,NA,NA,NA,T,F,F
1002010007,NA,NA,NA,NA,NA,T,F,F
1002010008,NA,NA,NA,NA,NA,T,F,F
1002010009,NA,NA,NA,NA,NA,T,F,F
1002010010,879758,070318CSPOTB05,RESOLVE,2018-07-03T00:00:00Z,Construction,T,F,F
1002010029,NA,NA,NA,NA,NA,T,F,F
1002010030,NA,NA,NA,NA,NA,T,F,F
1002010033,NA,NA,NA,NA,NA,T,F,F
1002010034,NA,NA,NA,NA,NA,T,F,F
1002030010,NA,NA,NA,NA,NA,T,F,F
1002030015,NA,NA,NA,NA,NA,T,F,F
1002040005,NA,NA,NA,NA,NA,T,F,F
1002050006,NA,NA,NA,NA,NA,T,F,F
1002050007,850915,111617C02DY02,RESOLVE,2017-11-16T00:00:00Z,Construction,T,F,F
1002050021,NA,NA,NA,NA,NA,T,F,F
1002050024,1506284,,RESOLVE,2020-01-22T00:00:00Z,Construction,T,F,F
1002060004,NA,NA,NA,NA,NA,T,T,T
1002060012,NA,NA,NA,NA,NA,T,F,F
1002140002,NA,NA,NA,NA,NA,T,F,F
1002230027,NA,NA,NA,NA,NA,T,F,F
1002240001,1148178,12212017PL01DL01,RESOLVE,2017-12-21T00:00:00Z,Construction,T,T,F
1002350016,NA,NA,NA,NA,NA,T,F,F
1002360026,NA,NA,NA,NA,NA,T,F,F
1002360032,1307399,,RESOLVE,2018-08-06T00:00:00Z,Construction,T,F,F
1002360032,358027,,RESOLVE,2018-08-06T00:00:00Z,Construction,T,F,F
1002370012,1238172,071316SGSPORS12,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,908057,071316SGSPORS17,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1527811,071316SGSPORS16,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1527845,071316SGSPORS10,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1528005,071316SGSPORS18,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1527808,071316SGSPORS11,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1537670,071316SGSPORS13,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1287230,071316SGSPORS14,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370012,1287223,071316SGSPORS15,RESOLVE,2016-07-13T00:00:00Z,Signs,T,F,F
1002370020,1181316,032618B911589-02,RESOLVE,2018-03-26T00:00:00Z,Construction,T,F,F
1002370026,NA,NA,NA,NA,NA,T,F,F
1002370028,NA,NA,NA,NA,NA,T,F,F
1002370029,NA,NA,NA,NA,NA,T,F,F
1002370032,NA,NA,NA,NA,NA,T,F,F
1002370036,NA,NA,NA,NA,NA,T,F,F
1002380012,NA,NA,NA,NA,NA,T,F,F
1002380021,1502007,11202020CRTLR01,RESOLVE,2020-11-20T00:00:00Z,Construction,T,F,F
1002380023,NA,NA,NA,NA,NA,T,F,F
1002380027,NA,NA,NA,NA,NA,T,F,F
1002380035,NA,NA,NA,NA,NA,T,F,F
1002380037,NA,NA,NA,NA,NA,T,F,F
1002380038,NA,NA,NA,NA,NA,T,F,F
1002380040,1441508,082018C02JL03,ACTIVE,2018-08-20T00:00:00Z,Construction,T,T,T
1002390008,NA,NA,NA,NA,NA,T,F,F
1002390010,NA,NA,NA,NA,NA,T,F,F
1002390011,NA,NA,NA,NA,NA,T,F,F
1002390012,NA,NA,NA,NA,NA,T,F,F
1002480015,NA,NA,NA,NA,NA,T,F,F
1002710039,NA,NA,NA,NA,NA,T,F,F
1002710042,1102587,08232018C03JB01,ACTIVE,2018-07-05T00:00:00Z,Construction,T,F,F
1002710043,NA,NA,NA,NA,NA,T,F,F
1002710044,NA,NA,NA,NA,NA,T,F,F
1002710045,NA,NA,NA,NA,NA,T,F,F
1002710046,NA,NA,NA,NA,NA,T,F,F
1002710047,922045,061916CNETV01,RESOLVE,2016-06-19T00:00:00Z,Construction,T,F,F
1002710048,152499,020717PL03MLJ01,RESOLVE,2017-02-07T00:00:00Z,Construction,T,F,F
1002710051,1393611,123118CERKC01,RESOLVE,2018-12-31T00:00:00Z,Construction,T,F,F
1002710052,NA,NA,NA,NA,NA,T,F,F
1002710053,671158,041316CSTFVS01,RESOLVE,2016-04-13T00:00:00Z,Construction,T,F,F
1002710054,NA,NA,NA,NA,NA,T,F,F
1002710064,1472287,011219C03EH04,RESOLVE,2019-01-12T00:00:00Z,Construction,T,F,F
1002710065,1336820,032818C03EH04,RESOLVE,2018-03-28T00:00:00Z,Construction,T,F,F
1002730017,NA,NA,NA,NA,NA,T,F,F
1002730019,NA,NA,NA,NA,NA,T,F,F
1002730023,NA,NA,NA,NA,NA,T,F,F
1002730024,NA,NA,NA,NA,NA,T,F,F
1002740003,776858,081518CSPOJR15,RESOLVE,2018-08-15T00:00:00Z,Construction,T,F,F
1002740004,841098,100418CSPOJR14,RESOLVE,2018-08-15T00:00:00Z,Construction,T,F,F
1002740013,NA,NA,NA,NA,NA,T,T,T
1002740038,NA,NA,NA,NA,NA,T,F,F
1002750001,NA,NA,NA,NA,NA,T,F,F
1002750020,1236055,121016CMTFVF05,RESOLVE,2016-12-10T00:00:00Z,Construction,T,F,F
1002750020,944046,071316CSPOSCR01,RESOLVE,2016-07-13T00:00:00Z,Construction,T,F,F
1002760003,NA,NA,NA,NA,NA,T,F,F
1002760004,1344748,,RESOLVE,2018-11-17T00:00:00Z,Construction,T,F,F
1002760006,1592427,01292020C03SV01,RESOLVE,2020-01-29T00:00:00Z,Construction,T,F,F
1002760007,1257917,012117CMTFVP05,RESOLVE,2017-01-21T00:00:00Z,Construction,T,F,F
1002760007,968372,092117CMTFBS01,RESOLVE,2017-05-15T00:00:00Z,Construction,T,F,F
1002760009,NA,NA,NA,NA,NA,T,F,F
1002760010,NA,NA,NA,NA,NA,T,F,F
1002760011,202434,050917BNO#HWBOILER``````,ACTIVE,2017-05-09T00:00:00Z,Construction,T,F,F
1002760014,NA,NA,NA,NA,NA,T,F,F
1002760022,NA,NA,NA,NA,NA,T,F,F
1002760031,NA,NA,NA,NA,NA,T,F,F
1002760033,NA,NA,NA,NA,NA,T,F,F
1002760036,1243087,052919CMTFRF05,RESOLVE,2019-05-29T00:00:00Z,Construction,T,F,F
1002760039,NA,NA,NA,NA,NA,T,F,F
1002760040,NA,NA,NA,NA,NA,T,F,F
1002760042,NA,NA,NA,NA,NA,T,F,F
1002760046,NA,NA,NA,NA,NA,T,F,F
1002760048,NA,NA,NA,NA,NA,T,F,F
1002760052,NA,NA,NA,NA,NA,T,F,F
1002760054,NA,NA,NA,NA,NA,T,F,F
1002760055,1309084,07192018C03EH01,RESOLVE,2018-06-04T00:00:00Z,Construction,T,F,F
1002760056,1215135,11082017CSSURR1,RESOLVE,2017-11-08T00:00:00Z,Construction,T,F,F
1002760056,1244918,081718CSSUGN02,RESOLVE,2018-08-17T00:00:00Z,Construction,T,F,F
1002770002,NA,NA,NA,NA,NA,T,T,T
1002770017,NA,NA,NA,NA,NA,T,F,F
1002770020,NA,NA,NA,NA,NA,T,F,F
1002770021,NA,NA,NA,NA,NA,T,F,F
1002770022,NA,NA,NA,NA,NA,T,F,F
1002770029,NA,NA,NA,NA,NA,T,F,F
1002770030,1518751,032118CMTFRS01,RESOLVE,2018-03-21T00:00:00Z,Construction,T,F,F
1002770032,NA,NA,NA,NA,NA,T,F,F
1002770036,NA,NA,NA,NA,NA,T,F,F
1002770043,NA,NA,NA,NA,NA,T,F,F
1002770044,NA,NA,NA,NA,NA,T,F,F
1002770045,NA,NA,NA,NA,NA,T,F,F
1002770049,NA,NA,NA,NA,NA,T,F,F
1002770052,NA,NA,NA,NA,NA,T,T,T
1002770053,NA,NA,NA,NA,NA,T,F,F
1002770054,NA,NA,NA,NA,NA,T,F,F
1002790021,NA,NA,NA,NA,NA,T,F,F
1002790022,NA,NA,NA,NA,NA,T,F,F
1002790023,1414369,09172018CMTFVP05,RESOLVE,2018-09-17T00:00:00Z,Construction,T,F,F
1002790053,NA,NA,NA,NA,NA,T,F,F
1002800002,NA,NA,NA,NA,NA,T,F,F
1002800003,NA,NA,NA,NA,NA,T,F,F
1002800006,NA,NA,NA,NA,NA,T,T,T
1002800008,NA,NA,NA,NA,NA,T,F,F
1002800009,NA,NA,NA,NA,NA,T,F,F
1002800011,NA,NA,NA,NA,NA,T,F,F
1002800013,NA,NA,NA,NA,NA,T,F,F
1002800025,NA,NA,NA,NA,NA,T,F,F
1002800046,NA,NA,NA,NA,NA,T,F,F
1002800052,1178032,,ACTIVE,2019-11-04T00:00:00Z,Construction,T,F,F
1002800054,1375392,031119C03UP02,RESOLVE,2019-03-11T00:00:00Z,Construction,T,F,F
1002800055,1263123,032818C03EH06,RESOLVE,2018-03-28T00:00:00Z,Construction,T,F,F
1002810010,NA,NA,NA,NA,NA,T,F,F
1002810011,NA,NA,NA,NA,NA,T,F,F
1002810017,NA,NA,NA,NA,NA,T,F,F
1002810030,NA,NA,NA,NA,NA,T,F,F
1002810031,NA,NA,NA,NA,NA,T,F,F
1002810055,1259356,083117C03EH05,RESOLVE,2017-08-31T00:00:00Z,Construction,T,F,F
1002820007,NA,NA,NA,NA,NA,T,F,F
1002820012,1156300,091516CMTFKP06,RESOLVE,2016-09-15T00:00:00Z,Construction,T,F,F
1002820027,NA,NA,NA,NA,NA,T,F,F
1002820028,NA,NA,NA,NA,NA,T,F,F
1002820030,NA,NA,NA,NA,NA,T,F,F
1002820054,NA,NA,NA,NA,NA,T,F,F
1002820055,NA,NA,NA,NA,NA,T,F,F
1002830003,NA,NA,NA,NA,NA,T,F,F
1002830004,NA,NA,NA,NA,NA,T,F,F
1002830007,NA,NA,NA,NA,NA,T,F,F
1002830008,NA,NA,NA,NA,NA,T,F,F
1002830009,NA,NA,NA,NA,NA,T,F,F
1002830010,NA,NA,NA,NA,NA,T,F,F
1002830012,NA,NA,NA,NA,NA,T,F,F
1002830013,NA,NA,NA,NA,NA,T,F,F
1002830035,NA,NA,NA,NA,NA,T,F,F
1002830036,NA,NA,NA,NA,NA,T,F,F
1002830040,NA,NA,NA,NA,NA,T,F,F
1002830043,671154,120417C03EH04,RESOLVE,2017-12-04T00:00:00Z,Construction,T,F,F
1002830047,NA,NA,NA,NA,NA,T,F,F
1002830049,NA,NA,NA,NA,NA,T,F,F
1002830063,NA,NA,NA,NA,NA,T,F,F
1002830072,NA,NA,NA,NA,NA,T,F,F
1002830094,NA,NA,NA,NA,NA,T,F,F
1002840011,NA,NA,NA,NA,NA,T,F,F
1002840020,NA,NA,NA,NA,NA,T,F,F
1002840025,NA,NA,NA,NA,NA,T,F,F
1002840027,NA,NA,NA,NA,NA,T,F,F
1002850009,NA,NA,NA,NA,NA,T,F,F
1002850011,NA,NA,NA,NA,NA,T,F,F
1002850016,NA,NA,NA,NA,NA,T,F,F
1002860001,NA,NA,NA,NA,NA,T,F,F
1002860007,NA,NA,NA,NA,NA,T,F,F
1002860013,NA,NA,NA,NA,NA,T,F,F
1002860021,NA,NA,NA,NA,NA,T,F,F
1002860025,NA,NA,NA,NA,NA,T,F,F
1002920010,NA,NA,NA,NA,NA,T,F,F
1002920021,NA,NA,NA,NA,NA,T,F,F
1002920023,NA,NA,NA,NA,NA,T,F,F
1002920024,NA,NA,NA,NA,NA,T,F,F
1002920025,1286303,122017C03DM01,ACTIVE,2017-12-20T00:00:00Z,Construction,T,F,F
1002920027,952256,,RESOLVE,2019-10-01T00:00:00Z,Construction,T,F,F
1002920027,1328610,06242017C03EH01,RESOLVE,2017-06-24T00:00:00Z,Construction,T,F,F
1002920029,1160094,070716CSPOSCR01,RESOLVE,2016-07-07T00:00:00Z,Construction,T,F,F
1002930015,1462467,,RESOLVE,2019-11-04T00:00:00Z,Construction,T,F,F
1002930017,NA,NA,NA,NA,NA,T,F,F
1002930018,NA,NA,NA,NA,NA,T,F,F
1002930028,NA,NA,NA,NA,NA,T,F,F
1002940021,144263,09212020CMTFEX01,RESOLVE,2020-09-21T00:00:00Z,Construction,T,F,F
1002970008,NA,NA,NA,NA,NA,T,F,F
1002970021,NA,NA,NA,NA,NA,T,F,F
1002970030,NA,NA,NA,NA,NA,T,F,F
1002980015,NA,NA,NA,NA,NA,T,F,F
1002980025,NA,NA,NA,NA,NA,T,F,F
1002980026,NA,NA,NA,NA,NA,T,F,F
1002990018,1203739,072817CSPOKK02,RESOLVE,2017-07-28T00:00:00Z,Construction,T,F,F
1002990021,NA,NA,NA,NA,NA,T,F,F
1002990022,NA,NA,NA,NA,NA,T,F,F
1002990023,1128825,021716PL03MJ01,RESOLVE,2016-02-17T00:00:00Z,Construction,T,F,F
1002990024,NA,NA,NA,NA,NA,T,F,F
1002990026,NA,NA,NA,NA,NA,T,F,F
1003000003,910265,,RESOLVE,2018-11-05T00:00:00Z,Construction,T,F,F
1003000003,910244,,RESOLVE,2018-11-05T00:00:00Z,Construction,T,F,F
1003000004,817322,,RESOLVE,2019-04-11T00:00:00Z,Construction,T,F,F
1003000004,1487264,081116CMTFJR05,RESOLVE,2016-08-11T00:00:00Z,Construction,T,F,F
1003000004,1443232,041119C03KH02,RESOLVE,2019-04-11T00:00:00Z,Construction,T,F,F
1003000004,1346300,041119,RESOLVE,2019-04-11T00:00:00Z,Construction,T,F,F
1003000005,675024,011916CMTFKP03,RESOLVE,2016-01-19T00:00:00Z,Construction,T,F,F
1003000006,NA,NA,NA,NA,NA,T,F,F
1003000017,NA,NA,NA,NA,NA,T,F,F
1003000020,NA,NA,NA,NA,NA,T,F,F
1003000027,NA,NA,NA,NA,NA,T,F,F
1003000028,NA,NA,NA,NA,NA,T,F,F
1003030010,1193984,051216CORMSR02,RESOLVE,2016-05-12T00:00:00Z,Construction,T,F,F
1003030011,1256471,011818C03LV01,RESOLVE,2018-01-18T00:00:00Z,Construction,T,F,F
1003030011,1357158,012418C03MS01,RESOLVE,2018-01-24T00:00:00Z,Construction,T,F,F
1003030011,1111944,051216CORMSR04,RESOLVE,2016-05-12T00:00:00Z,Construction,T,F,F
1003030011,1196196,051216PL03DB04,RESOLVE,2016-05-12T00:00:00Z,Construction,T,F,F
1003030011,1196185,051216PL03DB01,RESOLVE,2016-05-12T00:00:00Z,Construction,T,F,F
1003040021,NA,NA,NA,NA,NA,T,F,F
1003040029,NA,NA,NA,NA,NA,T,T,F
1003040030,NA,NA,NA,NA,NA,T,F,F
1003040033,NA,NA,NA,NA,NA,T,F,F
1003060004,1277084,,RESOLVE,2020-12-11T00:00:00Z,Construction,T,F,F
1003060005,NA,NA,NA,NA,NA,T,F,F
1003060008,NA,NA,NA,NA,NA,T,F,F
1003060009,NA,NA,NA,NA,NA,T,F,F
1003060023,NA,NA,NA,NA,NA,T,F,F
1003060026,908914,050516CSPOSER02,RESOLVE,2016-05-05T00:00:00Z,Construction,T,F,F
1003060026,1012965,060216CSTFVZ02,RESOLVE,2016-06-02T00:00:00Z,Construction,T,F,F
1003060031,NA,NA,NA,NA,NA,T,F,F
1003060032,NA,NA,NA,NA,NA,T,F,F
1003060035,NA,NA,NA,NA,NA,T,F,F
1003080021,NA,NA,NA,NA,NA,T,F,F
1003080022,545238,081518C03EH07,RESOLVE,2018-08-15T00:00:00Z,Construction,T,F,F
1003080022,1356239,081518C03EH06,RESOLVE,2018-08-15T00:00:00Z,Construction,T,F,F
1003080027,NA,NA,NA,NA,NA,T,F,F
1003080028,NA,NA,NA,NA,NA,T,F,F
1003100003,NA,NA,NA,NA,NA,T,T,T
1003100004,NA,NA,NA,NA,NA,T,F,F
1003100007,NA,NA,NA,NA,NA,T,F,F
1003100025,875017,041516CSPOSCR01,RESOLVE,2016-04-15T00:00:00Z,Construction,T,F,F
1003100026,1362714,03152019CMTFEC03,RESOLVE,2019-03-15T00:00:00Z,Construction,T,F,F
1003100027,NA,NA,NA,NA,NA,T,F,F
1003100029,NA,NA,NA,NA,NA,T,F,F
1003100030,NA,NA,NA,NA,NA,T,F,F
1003100040,1276403,120618CSPOCL06,RESOLVE,2018-10-11T00:00:00Z,Construction,T,T,T
1003430070,NA,NA,NA,NA,NA,T,F,F
1003440063,NA,NA,NA,NA,NA,T,F,F
1003440064,NA,NA,NA,NA,NA,T,F,F
1003440072,1587715,122018CSPOKK01,ACTIVE,2018-10-24T00:00:00Z,Construction,T,F,F
1003440073,NA,NA,NA,NA,NA,T,F,F
1003440146,NA,NA,NA,NA,NA,T,F,F
1003440169,NA,NA,NA,NA,NA,T,F,F
1003440171,1518678,061217C03RS02,ACTIVE,2017-06-12T00:00:00Z,Construction,T,F,F
1003450014,NA,NA,NA,NA,NA,T,F,F
1003450017,NA,NA,NA,NA,NA,T,F,F
1003480004,NA,NA,NA,NA,NA,T,F,F
1003480012,NA,NA,NA,NA,NA,T,F,F
1003480022,NA,NA,NA,NA,NA,T,F,F
1003480026,NA,NA,NA,NA,NA,T,F,F
1003480028,NA,NA,NA,NA,NA,T,F,F
1003480031,NA,NA,NA,NA,NA,T,F,F
1003480032,NA,NA,NA,NA,NA,T,F,F
1003480072,NA,NA,NA,NA,NA,T,F,F
1003490015,NA,NA,NA,NA,NA,T,F,F
1003490016,NA,NA,NA,NA,NA,T,F,F
1003490019,NA,NA,NA,NA,NA,T,F,F
1003490026,NA,NA,NA,NA,NA,T,F,F
1003500026,NA,NA,NA,NA,NA,T,F,F
1003500031,NA,NA,NA,NA,NA,T,F,F
1003500033,NA,NA,NA,NA,NA,T,F,F
1003500050,NA,NA,NA,NA,NA,T,F,F
1003530020,NA,NA,NA,NA,NA,T,F,F
1003530024,NA,NA,NA,NA,NA,T,F,F
1003540022,1526168,071917E2767A05,RESOLVE,2017-07-19T00:00:00Z,Construction,T,F,F
1003550038,NA,NA,NA,NA,NA,T,F,F
1003550044,983458,060917CNEMT01,ACTIVE,2017-06-08T00:00:00Z,Construction,T,F,F
1003550044,1051506,081116C03EH01,ACTIVE,2016-08-11T00:00:00Z,Construction,T,F,F
1003550046,NA,NA,NA,NA,NA,T,F,F
1003550048,NA,NA,NA,NA,NA,T,F,F
1003720031,NA,NA,NA,NA,NA,T,F,F
1003720041,NA,NA,NA,NA,NA,T,F,F
1003730019,1334233,031319C03MP01,RESOLVE,2019-03-13T00:00:00Z,Construction,T,T,T
1003730032,NA,NA,NA,NA,NA,T,F,F
1003740043,NA,NA,NA,NA,NA,T,F,F
1003750028,1411300,061418C03EH01,RESOLVE,2018-06-14T00:00:00Z,Construction,T,F,F
1003750039,NA,NA,NA,NA,NA,T,F,F
1003750042,NA,NA,NA,NA,NA,T,F,F
1003750061,NA,NA,NA,NA,NA,T,F,F
1003760014,NA,NA,NA,NA,NA,T,F,F
1003770030,NA,NA,NA,NA,NA,T,F,F
1003780039,NA,NA,NA,NA,NA,T,F,F
1003790010,1457117,01082020CRTRK01,ACTIVE,2020-01-08T00:00:00Z,Construction,T,F,F
1003790020,NA,NA,NA,NA,NA,T,F,F
1003790021,NA,NA,NA,NA,NA,T,F,F
1003790032,NA,NA,NA,NA,NA,T,F,F
1003790037,NA,NA,NA,NA,NA,T,T,F
1003840012,NA,NA,NA,NA,NA,T,F,F
1003850019,NA,NA,NA,NA,NA,T,F,F
1003850036,NA,NA,NA,NA,NA,T,F,F
1003850049,NA,NA,NA,NA,NA,T,F,F
1003850054,NA,NA,NA,NA,NA,T,F,F
1003850055,NA,NA,NA,NA,NA,T,F,F
1003860003,NA,NA,NA,NA,NA,T,F,F
1003860053,NA,NA,NA,NA,NA,T,T,F
1003860056,NA,NA,NA,NA,NA,T,F,F
1003870041,NA,NA,NA,NA,NA,T,F,F
1003870140,NA,NA,NA,NA,NA,T,F,F
1003910009,NA,NA,NA,NA,NA,T,F,F
1003910059,NA,NA,NA,NA,NA,T,F,F
1003930021,NA,NA,NA,NA,NA,T,F,F
1003960028,NA,NA,NA,NA,NA,T,F,F
1003970029,NA,NA,NA,NA,NA,T,F,F
1003970035,NA,NA,NA,NA,NA,T,F,F
1003980015,NA,NA,NA,NA,NA,T,F,F
1003980018,NA,NA,NA,NA,NA,T,F,F
1003980022,NA,NA,NA,NA,NA,T,F,F
1003980025,660992,021816C03JR01,ACTIVE,2016-02-18T00:00:00Z,Construction,T,F,F
1003980031,NA,NA,NA,NA,NA,T,F,F
1003980061,1542357,,RESOLVE,2019-03-15T00:00:00Z,Construction,T,F,F
1003980061,988697,,ACTIVE,2019-03-15T00:00:00Z,Construction,T,F,F
1003990039,NA,NA,NA,NA,NA,T,F,F
1003990043,NA,NA,NA,NA,NA,T,F,F
1004000009,NA,NA,NA,NA,NA,T,F,F
1004000010,NA,NA,NA,NA,NA,T,F,F
1004000016,NA,NA,NA,NA,NA,T,F,F
1004010015,NA,NA,NA,NA,NA,T,T,T
1004010059,NA,NA,NA,NA,NA,T,F,F
1004020015,NA,NA,NA,NA,NA,T,F,F
1004020045,NA,NA,NA,NA,NA,T,F,F
1004020051,1381377,,RESOLVE,2020-02-27T00:00:00Z,Construction,T,F,F
1004040018,NA,NA,NA,NA,NA,T,F,F
1004050013,NA,NA,NA,NA,NA,T,T,T
1004050015,734033,030416C03EH01,RESOLVE,2016-03-04T00:00:00Z,Construction,T,T,T
1004060011,NA,NA,NA,NA,NA,T,T,F
1004060048,NA,NA,NA,NA,NA,T,T,F
1004060053,1300097,010819CSPOCL11,RESOLVE,2019-01-08T00:00:00Z,Construction,T,F,F
1004060056,NA,NA,NA,NA,NA,T,F,F
1004070027,NA,NA,NA,NA,NA,T,F,F
1004070029,1235146,070918C03EH03,RESOLVE,2018-07-09T00:00:00Z,Construction,T,F,F
1004070029,1292424,071618C03LR01,RESOLVE,2018-07-16T00:00:00Z,Construction,T,F,F
1004070029,1476549,,ACTIVE,2020-03-04T00:00:00Z,Construction,T,F,F
1004070040,NA,NA,NA,NA,NA,T,F,F
1004070043,NA,NA,NA,NA,NA,T,F,F
1004070054,1335563,091416PL03MLJ01,RESOLVE,2016-09-14T00:00:00Z,Construction,T,T,T
1004070054,1335518,081816PLOBMMT01,ACTIVE,2016-08-18T00:00:00Z,Construction,T,T,T
1004070054,1309916,11022019CSPODG03,RESOLVE,2019-11-02T00:00:00Z,Construction,T,T,T
